record_id,artifact_path,record_type,source_or_assumption_id,source_type,source_date,forecast_period,units,original_value,normalized_value,classification,review_status,formula_or_transformation,upstream_artifact,source_ids,limitation_or_rationale
LED-O-DS-009,data/phase5/processed/DEBT_CAPACITY_SENSITIVITIES.csv,debt_capacity_sensitivity,DS-009,formula_calculated_forecast_output,,,,,,financing_sensitivity_not_operating_downside,calculated_from_approved_contractual_grid,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-003,"DT-029 CNLR >2.25x and <=3.00x; commitment fee 0.2%. The applicable January 2026 tier, actual benchmark, floor and recurring fee cash amounts are not determinable."
LED-O-DS-010,data/phase5/processed/DEBT_CAPACITY_SENSITIVITIES.csv,debt_capacity_sensitivity,DS-010,formula_calculated_forecast_output,,,,,,financing_sensitivity_not_operating_downside,calculated_from_approved_contractual_grid,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-003,"DT-030 CNLR >3.00x; commitment fee 0.25%. The applicable January 2026 tier, actual benchmark, floor and recurring fee cash amounts are not determinable."
LED-O-DS-011,data/phase5/processed/DEBT_CAPACITY_SENSITIVITIES.csv,debt_capacity_sensitivity,DS-011,formula_calculated_forecast_output,,,,,,financing_sensitivity_not_operating_downside,owner_reviewed_for_phase5_testing,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Rate-neutral comparison with proposed 6.57% midpoint all-in rate; it is not the actual or representative existing-facility rate and does not select a leverage tier.
LED-O-FC5-001,data/phase5/processed/FINANCING_ALTERNATIVE_COMPARISON.csv,financing_comparison,FC5-001,formula_calculated_forecast_output,,,USD_millions,,679.89771875,like_for_like_base_case_comparison,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Actual closing balances remain pending.
LED-O-FC5-002,data/phase5/processed/FINANCING_ALTERNATIVE_COMPARISON.csv,financing_comparison,FC5-002,formula_calculated_forecast_output,,,USD_millions,,650,like_for_like_base_case_comparison,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Existing installment is funded in the opening revolver and is not a free principal reduction.
LED-O-FC5-003,data/phase5/processed/FINANCING_ALTERNATIVE_COMPARISON.csv,financing_comparison,FC5-003,formula_calculated_forecast_output,,,USD_millions,,29.89771875,like_for_like_base_case_comparison,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,"Both are testing positions, not actual balances."
LED-O-FC5-004,data/phase5/processed/FINANCING_ALTERNATIVE_COMPARISON.csv,financing_comparison,FC5-004,formula_calculated_forecast_output,,,USD_millions,,300,like_for_like_base_case_comparison,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Final commitment and LC sublimit are uncommitted.
LED-O-FC5-005,data/phase5/processed/FINANCING_ALTERNATIVE_COMPARISON.csv,financing_comparison,FC5-005,formula_calculated_forecast_output,,,USD_millions,,263.90228125,like_for_like_base_case_comparison,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Neither opening draw is an actual January 2026 balance.
LED-O-FC5-006,data/phase5/processed/FINANCING_ALTERNATIVE_COMPARISON.csv,financing_comparison,FC5-006,formula_calculated_forecast_output,,,USD_millions,,3.64771875,like_for_like_base_case_comparison,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Counted once and excluded from post-February modeled interest.
LED-O-FC5-007,data/phase5/processed/FINANCING_ALTERNATIVE_COMPARISON.csv,financing_comparison,FC5-007,formula_calculated_forecast_output,,,USD_millions,,10,like_for_like_base_case_comparison,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Final fees are pending.
LED-O-FC5-008,data/phase5/processed/FINANCING_ALTERNATIVE_COMPARISON.csv,financing_comparison,FC5-008,formula_calculated_forecast_output,,,USD_millions,,not_determinable,like_for_like_base_case_comparison,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Excluded rather than entered as zero; liquidity is before these fees.
LED-O-FC5-009,data/phase5/processed/FINANCING_ALTERNATIVE_COMPARISON.csv,financing_comparison,FC5-009,formula_calculated_forecast_output,,,USD_millions,,130.0565446238712572817742345,like_for_like_base_case_comparison,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Existing uses the 6.57% rate-neutral case; actual applicable pricing is not determinable.
LED-O-FC5-010,data/phase5/processed/FINANCING_ALTERNATIVE_COMPARISON.csv,financing_comparison,FC5-010,formula_calculated_forecast_output,,,percent,,6.57_owner_reviewed_midpoint,like_for_like_base_case_comparison,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Existing 6.57% is not actual or representative pricing.
LED-O-FC5-011,data/phase5/processed/FINANCING_ALTERNATIVE_COMPARISON.csv,financing_comparison,FC5-011,formula_calculated_forecast_output,,,percent,,not_applicable,like_for_like_base_case_comparison,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Applicable January 2026 leverage tier is not determinable.
LED-O-FC5-012,data/phase5/processed/FINANCING_ALTERNATIVE_COMPARISON.csv,financing_comparison,FC5-012,formula_calculated_forecast_output,,,USD_millions,,65,like_for_like_base_case_comparison,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Stub maturity years contain fewer scheduled installments.
LED-O-FC5-013,data/phase5/processed/FINANCING_ALTERNATIVE_COMPARISON.csv,financing_comparison,FC5-013,formula_calculated_forecast_output,,,USD_millions,,325,like_for_like_base_case_comparison,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Excludes maturity balloon.
LED-O-FC5-014,data/phase5/processed/FINANCING_ALTERNATIVE_COMPARISON.csv,financing_comparison,FC5-014,formula_calculated_forecast_output,,,USD_millions,,0,like_for_like_base_case_comparison,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Public-information sweep definition is provisional.
LED-O-FC5-015,data/phase5/processed/FINANCING_ALTERNATIVE_COMPARISON.csv,financing_comparison,FC5-015,formula_calculated_forecast_output,,,USD_millions,,39.95416505588877547275839092,like_for_like_base_case_comparison,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,End-of-month measure; intra-month peaks are unavailable.
LED-O-FC5-016,data/phase5/processed/FINANCING_ALTERNATIVE_COMPARISON.csv,financing_comparison,FC5-016,formula_calculated_forecast_output,,,USD_millions,,253.8458349441112245272416091,like_for_like_base_case_comparison,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Not contractual liquidity.
LED-O-FC5-017,data/phase5/processed/FINANCING_ALTERNATIVE_COMPARISON.csv,financing_comparison,FC5-017,formula_calculated_forecast_output,,,USD_millions,,253.8458349441112245272416091,like_for_like_base_case_comparison,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Cash accessibility and legal availability remain pending.
LED-O-FC5-018,data/phase5/processed/FINANCING_ALTERNATIVE_COMPARISON.csv,financing_comparison,FC5-018,formula_calculated_forecast_output,,,USD_millions,,445.3346592508711071826688285,like_for_like_base_case_comparison,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Existing maturity occurs August 1.
LED-O-FC5-019,data/phase5/processed/FINANCING_ALTERNATIVE_COMPARISON.csv,financing_comparison,FC5-019,formula_calculated_forecast_output,,,USD_millions,,0,like_for_like_base_case_comparison,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Book cash and foreign cash are not credited.
LED-O-FC5-020,data/phase5/processed/FINANCING_ALTERNATIVE_COMPARISON.csv,financing_comparison,FC5-020,formula_calculated_forecast_output,,,USD_millions,,340.9478312215931607465924833,like_for_like_base_case_comparison,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,"Gap is a dependency measure, not a forecast default conclusion."
LED-O-FC5-021,data/phase5/processed/FINANCING_ALTERNATIVE_COMPARISON.csv,financing_comparison,FC5-021,formula_calculated_forecast_output,,,date,,2031-01-31,like_for_like_base_case_comparison,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Proposed maturity remains hypothetical.
LED-O-FC5-022,data/phase5/processed/FINANCING_ALTERNATIVE_COMPARISON.csv,financing_comparison,FC5-022,formula_calculated_forecast_output,,,USD_millions,,371.14771875,like_for_like_base_case_comparison,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,"$566.25m is the existing FY2029 total, not a maturity-date balloon."
LED-O-FC5-023,data/phase5/processed/FINANCING_ALTERNATIVE_COMPARISON.csv,financing_comparison,FC5-023,formula_calculated_forecast_output,,,USD_millions,,419.89771875,like_for_like_base_case_comparison,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,Not the modeled residual after sweeps or revolver repayments.
LED-O-FC5-024,data/phase5/processed/FINANCING_ALTERNATIVE_COMPARISON.csv,financing_comparison,FC5-024,formula_calculated_forecast_output,,,text,,more_restrictive_provisional_package,like_for_like_base_case_comparison,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,"Final proposed baskets, fees and covenants are not determinable."
LED-O-FC5-025,data/phase5/processed/FINANCING_ALTERNATIVE_COMPARISON.csv,financing_comparison,FC5-025,formula_calculated_forecast_output,,,text,,not_applicable,like_for_like_base_case_comparison,contains_owner_reviewed_phase5_testing_assumptions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,"No approved economics exist, so it is not quantified."
LED-O-OB-001,data/phase5/processed/OPENING_POSITION_BRIDGE.csv,opening_position_bridge,OB-001,formula_calculated_forecast_output,,2025-10-31,USD_millions,,468.75,reported_fact,owner_reviewed_for_phase5_testing,Generated deterministically from approved Phase 4 reference inputs and Phase 5 owner-reviewed timing.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-002,"Actual January cash, cash-flow timing, payoff letter and applicable pricing remain unavailable; the $25m cash balance is a disclosed testing assumption."
LED-O-OB-002,data/phase5/processed/OPENING_POSITION_BRIDGE.csv,opening_position_bridge,OB-002,formula_calculated_forecast_output,,2025-10-31,USD_millions,,172.5,reported_fact,owner_reviewed_for_phase5_testing,Generated deterministically from approved Phase 4 reference inputs and Phase 5 owner-reviewed timing.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-002,"Actual January cash, cash-flow timing, payoff letter and applicable pricing remain unavailable; the $25m cash balance is a disclosed testing assumption."
LED-O-OB-003,data/phase5/processed/OPENING_POSITION_BRIDGE.csv,opening_position_bridge,OB-003,formula_calculated_forecast_output,,2025-11-01_to_2026-01-31,USD_millions,,25,owner_reviewed_reference_sensitivity,owner_reviewed_for_phase5_testing,Generated deterministically from approved Phase 4 reference inputs and Phase 5 owner-reviewed timing.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-021,"Actual January cash, cash-flow timing, payoff letter and applicable pricing remain unavailable; the $25m cash balance is a disclosed testing assumption."
LED-O-OB-004,data/phase5/processed/OPENING_POSITION_BRIDGE.csv,opening_position_bridge,OB-004,formula_calculated_forecast_output,,2025-11-01_to_2026-01-31,USD_millions,,0.30058782918787770867427544,formula_calculated_operating_output,owner_reviewed_for_phase5_testing,Generated deterministically from approved Phase 4 reference inputs and Phase 5 owner-reviewed timing.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001,"Actual January cash, cash-flow timing, payoff letter and applicable pricing remain unavailable; the $25m cash balance is a disclosed testing assumption."
LED-O-OB-005,data/phase5/processed/OPENING_POSITION_BRIDGE.csv,opening_position_bridge,OB-005,formula_calculated_forecast_output,,2026-01-31_immediately_after_closing_timestamp,USD_millions,,0,timing_and_funding_treatment,owner_reviewed_for_phase5_testing,Generated deterministically from approved Phase 4 reference inputs and Phase 5 owner-reviewed timing.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-003,"Actual January cash, cash-flow timing, payoff letter and applicable pricing remain unavailable; the $25m cash balance is a disclosed testing assumption."
LED-O-OB-006,data/phase5/processed/OPENING_POSITION_BRIDGE.csv,opening_position_bridge,OB-006,formula_calculated_forecast_output,,through_2026-01-31_closing,USD_millions,,3.64771875,same_point_cash_use,owner_reviewed_for_phase5_testing,Generated deterministically from approved Phase 4 reference inputs and Phase 5 owner-reviewed timing.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001,"Actual January cash, cash-flow timing, payoff letter and applicable pricing remain unavailable; the $25m cash balance is a disclosed testing assumption."
LED-O-OB-007,data/phase5/processed/OPENING_POSITION_BRIDGE.csv,opening_position_bridge,OB-007,formula_calculated_forecast_output,,2026-01-31_closing,USD_millions,,10,phase4_reference_closing_use,owner_reviewed_for_phase5_testing,Generated deterministically from approved Phase 4 reference inputs and Phase 5 owner-reviewed timing.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,,"Actual January cash, cash-flow timing, payoff letter and applicable pricing remain unavailable; the $25m cash balance is a disclosed testing assumption."
LED-O-OB-008,data/phase5/processed/OPENING_POSITION_BRIDGE.csv,opening_position_bridge,OB-008,formula_calculated_forecast_output,,2026-01-31_closing,USD_millions,,666.25,phase4_reference_closing_use,owner_reviewed_for_phase5_testing,Generated deterministically from approved Phase 4 reference inputs and Phase 5 owner-reviewed timing.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003;SRC-021,"Actual January cash, cash-flow timing, payoff letter and applicable pricing remain unavailable; the $25m cash balance is a disclosed testing assumption."
LED-O-OB-009,data/phase5/processed/OPENING_POSITION_BRIDGE.csv,opening_position_bridge,OB-009,formula_calculated_forecast_output,,2026-01-31_closing,USD_millions,,650,phase4_reference_closing_source,owner_reviewed_for_phase5_testing,Generated deterministically from approved Phase 4 reference inputs and Phase 5 owner-reviewed timing.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,,"Actual January cash, cash-flow timing, payoff letter and applicable pricing remain unavailable; the $25m cash balance is a disclosed testing assumption."
LED-O-OB-010,data/phase5/processed/OPENING_POSITION_BRIDGE.csv,opening_position_bridge,OB-010,formula_calculated_forecast_output,,2026-01-31_closing,USD_millions,,29.89771875,phase4_reference_closing_source,owner_reviewed_for_phase5_testing,Generated deterministically from approved Phase 4 reference inputs and Phase 5 owner-reviewed timing.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,,"Actual January cash, cash-flow timing, payoff letter and applicable pricing remain unavailable; the $25m cash balance is a disclosed testing assumption."
LED-O-OB-011,data/phase5/processed/OPENING_POSITION_BRIDGE.csv,opening_position_bridge,OB-011,formula_calculated_forecast_output,,2026-02-01_00:00,USD_millions,,25,owner_reviewed_same_point_assumption,owner_reviewed_for_phase5_testing,Generated deterministically from approved Phase 4 reference inputs and Phase 5 owner-reviewed timing.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,,"Actual January cash, cash-flow timing, payoff letter and applicable pricing remain unavailable; the $25m cash balance is a disclosed testing assumption."
LED-O-OB-012,data/phase5/processed/OPENING_POSITION_BRIDGE.csv,opening_position_bridge,OB-012,formula_calculated_forecast_output,,2026-02-01_00:00,USD_millions,,6.2,contingent_exposure_not_cash_use,owner_reviewed_for_phase5_testing,Generated deterministically from approved Phase 4 reference inputs and Phase 5 owner-reviewed timing.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,"Actual January cash, cash-flow timing, payoff letter and applicable pricing remain unavailable; the $25m cash balance is a disclosed testing assumption."
LED-O-OB-013,data/phase5/processed/OPENING_POSITION_BRIDGE.csv,opening_position_bridge,OB-013,formula_calculated_forecast_output,,2026-02-01_00:00,USD_millions,,650,reconciled_opening_position,owner_reviewed_for_phase5_testing,Generated deterministically from approved Phase 4 reference inputs and Phase 5 owner-reviewed timing.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,"Actual January cash, cash-flow timing, payoff letter and applicable pricing remain unavailable; the $25m cash balance is a disclosed testing assumption."
LED-O-OB-014,data/phase5/processed/OPENING_POSITION_BRIDGE.csv,opening_position_bridge,OB-014,formula_calculated_forecast_output,,2026-02-01_00:00,USD_millions,,29.89771875,reconciled_opening_position,owner_reviewed_for_phase5_testing,Generated deterministically from approved Phase 4 reference inputs and Phase 5 owner-reviewed timing.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003;SRC-021,"Actual January cash, cash-flow timing, payoff letter and applicable pricing remain unavailable; the $25m cash balance is a disclosed testing assumption."
LED-O-OB-015,data/phase5/processed/OPENING_POSITION_BRIDGE.csv,opening_position_bridge,OB-015,formula_calculated_forecast_output,,2026-02-01_00:00,USD_millions,,679.89771875,reconciled_opening_position,owner_reviewed_for_phase5_testing,Generated deterministically from approved Phase 4 reference inputs and Phase 5 owner-reviewed timing.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003;SRC-021,"Actual January cash, cash-flow timing, payoff letter and applicable pricing remain unavailable; the $25m cash balance is a disclosed testing assumption."
LED-O-OB-016,data/phase5/processed/OPENING_POSITION_BRIDGE.csv,opening_position_bridge,OB-016,formula_calculated_forecast_output,,2026-02-01_00:00,USD_millions,,25,owner_reviewed_same_point_assumption,owner_reviewed_for_phase5_testing,Generated deterministically from approved Phase 4 reference inputs and Phase 5 owner-reviewed timing.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001,"Actual January cash, cash-flow timing, payoff letter and applicable pricing remain unavailable; the $25m cash balance is a disclosed testing assumption."
LED-O-OB-017,data/phase5/processed/OPENING_POSITION_BRIDGE.csv,opening_position_bridge,OB-017,formula_calculated_forecast_output,,2026-02-01_00:00,USD_millions,,263.90228125,formula_calculated_liquidity,owner_reviewed_for_phase5_testing,Generated deterministically from approved Phase 4 reference inputs and Phase 5 owner-reviewed timing.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,"Actual January cash, cash-flow timing, payoff letter and applicable pricing remain unavailable; the $25m cash balance is a disclosed testing assumption."
LED-O-OB-018,data/phase5/processed/OPENING_POSITION_BRIDGE.csv,opening_position_bridge,OB-018,formula_calculated_forecast_output,,prior_phase5_presentation,USD_millions,,679.89771875,superseded_comparison_control,owner_reviewed_for_phase5_testing,Generated deterministically from approved Phase 4 reference inputs and Phase 5 owner-reviewed timing.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,,"Actual January cash, cash-flow timing, payoff letter and applicable pricing remain unavailable; the $25m cash balance is a disclosed testing assumption."
LED-O-OB-019,data/phase5/processed/OPENING_POSITION_BRIDGE.csv,opening_position_bridge,OB-019,formula_calculated_forecast_output,,same_point_reconciliation,USD_millions,,0,timing_and_cash_use_correction,owner_reviewed_for_phase5_testing,Generated deterministically from approved Phase 4 reference inputs and Phase 5 owner-reviewed timing.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-003,"Actual January cash, cash-flow timing, payoff letter and applicable pricing remain unavailable; the $25m cash balance is a disclosed testing assumption."
LED-O-OB-020,data/phase5/processed/OPENING_POSITION_BRIDGE.csv,opening_position_bridge,OB-020,formula_calculated_forecast_output,,2026-02-01_00:00,USD_millions,,10,difference_reconciliation,owner_reviewed_for_phase5_testing,Generated deterministically from approved Phase 4 reference inputs and Phase 5 owner-reviewed timing.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,,"Actual January cash, cash-flow timing, payoff letter and applicable pricing remain unavailable; the $25m cash balance is a disclosed testing assumption."
LED-O-DA-E-0001,data/phase5/processed/DISTRIBUTION_ANALYSIS.csv,distribution_analysis,DA-E-0001,formula_calculated_forecast_output,,FY2026,,,3.624999999999999999999999999,formula_calculated_distribution_attribution,owner_reviewed_policy_with_pending_contractual_permissions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-002;SRC-003,"Distributions remain in the unmitigated case. Cash funding is measured after bank interest, retained mandatory payments and scheduled principal. Direct draw-causing amounts are not silently reclassified as mandatory debt funding; public distribution permissions remain pending."
LED-O-DA-E-0002,data/phase5/processed/DISTRIBUTION_ANALYSIS.csv,distribution_analysis,DA-E-0002,formula_calculated_forecast_output,,FY2026,,,3.624999999999999999999999999,formula_calculated_distribution_attribution,owner_reviewed_policy_with_pending_contractual_permissions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-002;SRC-003,"Distributions remain in the unmitigated case. Cash funding is measured after bank interest, retained mandatory payments and scheduled principal. Direct draw-causing amounts are not silently reclassified as mandatory debt funding; public distribution permissions remain pending."
LED-O-DA-E-0003,data/phase5/processed/DISTRIBUTION_ANALYSIS.csv,distribution_analysis,DA-E-0003,formula_calculated_forecast_output,,FY2026,,,3.624999999999999999999999999,formula_calculated_distribution_attribution,owner_reviewed_policy_with_pending_contractual_permissions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-002;SRC-003,"Distributions remain in the unmitigated case. Cash funding is measured after bank interest, retained mandatory payments and scheduled principal. Direct draw-causing amounts are not silently reclassified as mandatory debt funding; public distribution permissions remain pending."
LED-O-DA-E-0004,data/phase5/processed/DISTRIBUTION_ANALYSIS.csv,distribution_analysis,DA-E-0004,formula_calculated_forecast_output,,FY2027,,,3.624999999999999999999999999,formula_calculated_distribution_attribution,owner_reviewed_policy_with_pending_contractual_permissions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-002;SRC-003,"Distributions remain in the unmitigated case. Cash funding is measured after bank interest, retained mandatory payments and scheduled principal. Direct draw-causing amounts are not silently reclassified as mandatory debt funding; public distribution permissions remain pending."
LED-O-DA-E-0005,data/phase5/processed/DISTRIBUTION_ANALYSIS.csv,distribution_analysis,DA-E-0005,formula_calculated_forecast_output,,FY2027,,,3.624999999999999999999999999,formula_calculated_distribution_attribution,owner_reviewed_policy_with_pending_contractual_permissions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-002;SRC-003,"Distributions remain in the unmitigated case. Cash funding is measured after bank interest, retained mandatory payments and scheduled principal. Direct draw-causing amounts are not silently reclassified as mandatory debt funding; public distribution permissions remain pending."
LED-O-DA-E-0006,data/phase5/processed/DISTRIBUTION_ANALYSIS.csv,distribution_analysis,DA-E-0006,formula_calculated_forecast_output,,FY2027,,,3.624999999999999999999999999,formula_calculated_distribution_attribution,owner_reviewed_policy_with_pending_contractual_permissions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-002;SRC-003,"Distributions remain in the unmitigated case. Cash funding is measured after bank interest, retained mandatory payments and scheduled principal. Direct draw-causing amounts are not silently reclassified as mandatory debt funding; public distribution permissions remain pending."
LED-O-DA-E-0007,data/phase5/processed/DISTRIBUTION_ANALYSIS.csv,distribution_analysis,DA-E-0007,formula_calculated_forecast_output,,FY2027,,,3.624999999999999999999999999,formula_calculated_distribution_attribution,owner_reviewed_policy_with_pending_contractual_permissions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-002;SRC-003,"Distributions remain in the unmitigated case. Cash funding is measured after bank interest, retained mandatory payments and scheduled principal. Direct draw-causing amounts are not silently reclassified as mandatory debt funding; public distribution permissions remain pending."
LED-O-DA-E-0008,data/phase5/processed/DISTRIBUTION_ANALYSIS.csv,distribution_analysis,DA-E-0008,formula_calculated_forecast_output,,FY2028,,,3.624999999999999999999999999,formula_calculated_distribution_attribution,owner_reviewed_policy_with_pending_contractual_permissions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-002;SRC-003,"Distributions remain in the unmitigated case. Cash funding is measured after bank interest, retained mandatory payments and scheduled principal. Direct draw-causing amounts are not silently reclassified as mandatory debt funding; public distribution permissions remain pending."
LED-O-DA-E-0009,data/phase5/processed/DISTRIBUTION_ANALYSIS.csv,distribution_analysis,DA-E-0009,formula_calculated_forecast_output,,FY2028,,,3.624999999999999999999999999,formula_calculated_distribution_attribution,owner_reviewed_policy_with_pending_contractual_permissions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-002;SRC-003,"Distributions remain in the unmitigated case. Cash funding is measured after bank interest, retained mandatory payments and scheduled principal. Direct draw-causing amounts are not silently reclassified as mandatory debt funding; public distribution permissions remain pending."
LED-O-DA-E-0010,data/phase5/processed/DISTRIBUTION_ANALYSIS.csv,distribution_analysis,DA-E-0010,formula_calculated_forecast_output,,FY2028,,,3.624999999999999999999999999,formula_calculated_distribution_attribution,owner_reviewed_policy_with_pending_contractual_permissions,Generated by scripts/phase5.py from the identified upstream inputs.,data/phase5/raw/MODEL_ASSUMPTIONS.csv,SRC-001;SRC-002;SRC-003,"Distributions remain in the unmitigated case. Cash funding is measured after bank interest, retained mandatory payments and scheduled principal. Direct draw-causing amounts are not silently reclassified as mandatory debt funding; public distribution permissions remain pending."
