record_id,output_file,layer,metric_or_item,value,units,source_ids,document_titles,source_urls,publication_dates,source_reference,classification,owner_review_status,notes
RE-0013,data/phase4/processed/REFINANCING_ECONOMICS.csv,refinancing_economics,spread_and_upfront_fee_break_even,-4.875,USD_millions,SRC-003,Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2024-06-13,,hypothetical_sensitivity,owner_reviewed_methodology,"Positive annual value is spread savings; negative is incremental cost. Same SOFR base assumed solely to isolate margin. Excludes revolver mix, base-rate floors, hedge effects, fee amortization, taxes and principal decline. No spread is a lender quote. Owner review retains the existing facilities and a limited amendment/extension as live alternatives; this sensitivity does not establish refinancing preference."
RE-0014,data/phase4/processed/REFINANCING_ECONOMICS.csv,refinancing_economics,spread_and_upfront_fee_break_even,-4.875,USD_millions,SRC-003,Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2024-06-13,,hypothetical_sensitivity,owner_reviewed_methodology,"Positive annual value is spread savings; negative is incremental cost. Same SOFR base assumed solely to isolate margin. Excludes revolver mix, base-rate floors, hedge effects, fee amortization, taxes and principal decline. No spread is a lender quote. Owner review retains the existing facilities and a limited amendment/extension as live alternatives; this sensitivity does not establish refinancing preference."
RE-0015,data/phase4/processed/REFINANCING_ECONOMICS.csv,refinancing_economics,spread_and_upfront_fee_break_even,-4.875,USD_millions,SRC-003,Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2024-06-13,,hypothetical_sensitivity,owner_reviewed_methodology,"Positive annual value is spread savings; negative is incremental cost. Same SOFR base assumed solely to isolate margin. Excludes revolver mix, base-rate floors, hedge effects, fee amortization, taxes and principal decline. No spread is a lender quote. Owner review retains the existing facilities and a limited amendment/extension as live alternatives; this sensitivity does not establish refinancing preference."
RE-0016,data/phase4/processed/REFINANCING_ECONOMICS.csv,refinancing_economics,spread_and_upfront_fee_break_even,-8.125,USD_millions,SRC-003,Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2024-06-13,,hypothetical_sensitivity,owner_reviewed_methodology,"Positive annual value is spread savings; negative is incremental cost. Same SOFR base assumed solely to isolate margin. Excludes revolver mix, base-rate floors, hedge effects, fee amortization, taxes and principal decline. No spread is a lender quote. Owner review retains the existing facilities and a limited amendment/extension as live alternatives; this sensitivity does not establish refinancing preference."
RE-0017,data/phase4/processed/REFINANCING_ECONOMICS.csv,refinancing_economics,spread_and_upfront_fee_break_even,-8.125,USD_millions,SRC-003,Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2024-06-13,,hypothetical_sensitivity,owner_reviewed_methodology,"Positive annual value is spread savings; negative is incremental cost. Same SOFR base assumed solely to isolate margin. Excludes revolver mix, base-rate floors, hedge effects, fee amortization, taxes and principal decline. No spread is a lender quote. Owner review retains the existing facilities and a limited amendment/extension as live alternatives; this sensitivity does not establish refinancing preference."
RE-0018,data/phase4/processed/REFINANCING_ECONOMICS.csv,refinancing_economics,spread_and_upfront_fee_break_even,-8.125,USD_millions,SRC-003,Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2024-06-13,,hypothetical_sensitivity,owner_reviewed_methodology,"Positive annual value is spread savings; negative is incremental cost. Same SOFR base assumed solely to isolate margin. Excludes revolver mix, base-rate floors, hedge effects, fee amortization, taxes and principal decline. No spread is a lender quote. Owner review retains the existing facilities and a limited amendment/extension as live alternatives; this sensitivity does not establish refinancing preference."
RE-0019,data/phase4/processed/REFINANCING_ECONOMICS.csv,refinancing_economics,spread_and_upfront_fee_break_even,0,USD_millions,SRC-003,Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2024-06-13,,hypothetical_sensitivity,owner_reviewed_methodology,"Positive annual value is spread savings; negative is incremental cost. Same SOFR base assumed solely to isolate margin. Excludes revolver mix, base-rate floors, hedge effects, fee amortization, taxes and principal decline. No spread is a lender quote. Owner review retains the existing facilities and a limited amendment/extension as live alternatives; this sensitivity does not establish refinancing preference."
RE-0020,data/phase4/processed/REFINANCING_ECONOMICS.csv,refinancing_economics,spread_and_upfront_fee_break_even,0,USD_millions,SRC-003,Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2024-06-13,,hypothetical_sensitivity,owner_reviewed_methodology,"Positive annual value is spread savings; negative is incremental cost. Same SOFR base assumed solely to isolate margin. Excludes revolver mix, base-rate floors, hedge effects, fee amortization, taxes and principal decline. No spread is a lender quote. Owner review retains the existing facilities and a limited amendment/extension as live alternatives; this sensitivity does not establish refinancing preference."
RE-0021,data/phase4/processed/REFINANCING_ECONOMICS.csv,refinancing_economics,spread_and_upfront_fee_break_even,0,USD_millions,SRC-003,Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2024-06-13,,hypothetical_sensitivity,owner_reviewed_methodology,"Positive annual value is spread savings; negative is incremental cost. Same SOFR base assumed solely to isolate margin. Excludes revolver mix, base-rate floors, hedge effects, fee amortization, taxes and principal decline. No spread is a lender quote. Owner review retains the existing facilities and a limited amendment/extension as live alternatives; this sensitivity does not establish refinancing preference."
RE-0022,data/phase4/processed/REFINANCING_ECONOMICS.csv,refinancing_economics,spread_and_upfront_fee_break_even,-3.25,USD_millions,SRC-003,Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2024-06-13,,hypothetical_sensitivity,owner_reviewed_methodology,"Positive annual value is spread savings; negative is incremental cost. Same SOFR base assumed solely to isolate margin. Excludes revolver mix, base-rate floors, hedge effects, fee amortization, taxes and principal decline. No spread is a lender quote. Owner review retains the existing facilities and a limited amendment/extension as live alternatives; this sensitivity does not establish refinancing preference."
RE-0023,data/phase4/processed/REFINANCING_ECONOMICS.csv,refinancing_economics,spread_and_upfront_fee_break_even,-3.25,USD_millions,SRC-003,Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2024-06-13,,hypothetical_sensitivity,owner_reviewed_methodology,"Positive annual value is spread savings; negative is incremental cost. Same SOFR base assumed solely to isolate margin. Excludes revolver mix, base-rate floors, hedge effects, fee amortization, taxes and principal decline. No spread is a lender quote. Owner review retains the existing facilities and a limited amendment/extension as live alternatives; this sensitivity does not establish refinancing preference."
RE-0024,data/phase4/processed/REFINANCING_ECONOMICS.csv,refinancing_economics,spread_and_upfront_fee_break_even,-3.25,USD_millions,SRC-003,Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2024-06-13,,hypothetical_sensitivity,owner_reviewed_methodology,"Positive annual value is spread savings; negative is incremental cost. Same SOFR base assumed solely to isolate margin. Excludes revolver mix, base-rate floors, hedge effects, fee amortization, taxes and principal decline. No spread is a lender quote. Owner review retains the existing facilities and a limited amendment/extension as live alternatives; this sensitivity does not establish refinancing preference."
RE-0025,data/phase4/processed/REFINANCING_ECONOMICS.csv,refinancing_economics,spread_and_upfront_fee_break_even,-6.5,USD_millions,SRC-003,Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2024-06-13,,hypothetical_sensitivity,owner_reviewed_methodology,"Positive annual value is spread savings; negative is incremental cost. Same SOFR base assumed solely to isolate margin. Excludes revolver mix, base-rate floors, hedge effects, fee amortization, taxes and principal decline. No spread is a lender quote. Owner review retains the existing facilities and a limited amendment/extension as live alternatives; this sensitivity does not establish refinancing preference."
RE-0026,data/phase4/processed/REFINANCING_ECONOMICS.csv,refinancing_economics,spread_and_upfront_fee_break_even,-6.5,USD_millions,SRC-003,Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2024-06-13,,hypothetical_sensitivity,owner_reviewed_methodology,"Positive annual value is spread savings; negative is incremental cost. Same SOFR base assumed solely to isolate margin. Excludes revolver mix, base-rate floors, hedge effects, fee amortization, taxes and principal decline. No spread is a lender quote. Owner review retains the existing facilities and a limited amendment/extension as live alternatives; this sensitivity does not establish refinancing preference."
RE-0027,data/phase4/processed/REFINANCING_ECONOMICS.csv,refinancing_economics,spread_and_upfront_fee_break_even,-6.5,USD_millions,SRC-003,Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2024-06-13,,hypothetical_sensitivity,owner_reviewed_methodology,"Positive annual value is spread savings; negative is incremental cost. Same SOFR base assumed solely to isolate margin. Excludes revolver mix, base-rate floors, hedge effects, fee amortization, taxes and principal decline. No spread is a lender quote. Owner review retains the existing facilities and a limited amendment/extension as live alternatives; this sensitivity does not establish refinancing preference."
RE-0028,data/phase4/processed/REFINANCING_ECONOMICS.csv,refinancing_economics,spread_and_upfront_fee_break_even,1.625,USD_millions,SRC-003,Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2024-06-13,,hypothetical_sensitivity,owner_reviewed_methodology,"Positive annual value is spread savings; negative is incremental cost. Same SOFR base assumed solely to isolate margin. Excludes revolver mix, base-rate floors, hedge effects, fee amortization, taxes and principal decline. No spread is a lender quote. Owner review retains the existing facilities and a limited amendment/extension as live alternatives; this sensitivity does not establish refinancing preference."
RE-0029,data/phase4/processed/REFINANCING_ECONOMICS.csv,refinancing_economics,spread_and_upfront_fee_break_even,1.625,USD_millions,SRC-003,Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2024-06-13,,hypothetical_sensitivity,owner_reviewed_methodology,"Positive annual value is spread savings; negative is incremental cost. Same SOFR base assumed solely to isolate margin. Excludes revolver mix, base-rate floors, hedge effects, fee amortization, taxes and principal decline. No spread is a lender quote. Owner review retains the existing facilities and a limited amendment/extension as live alternatives; this sensitivity does not establish refinancing preference."
RE-0030,data/phase4/processed/REFINANCING_ECONOMICS.csv,refinancing_economics,spread_and_upfront_fee_break_even,1.625,USD_millions,SRC-003,Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2024-06-13,,hypothetical_sensitivity,owner_reviewed_methodology,"Positive annual value is spread savings; negative is incremental cost. Same SOFR base assumed solely to isolate margin. Excludes revolver mix, base-rate floors, hedge effects, fee amortization, taxes and principal decline. No spread is a lender quote. Owner review retains the existing facilities and a limited amendment/extension as live alternatives; this sensitivity does not establish refinancing preference."
RE-0031,data/phase4/processed/REFINANCING_ECONOMICS.csv,refinancing_economics,spread_and_upfront_fee_break_even,-1.625,USD_millions,SRC-003,Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2024-06-13,,hypothetical_sensitivity,owner_reviewed_methodology,"Positive annual value is spread savings; negative is incremental cost. Same SOFR base assumed solely to isolate margin. Excludes revolver mix, base-rate floors, hedge effects, fee amortization, taxes and principal decline. No spread is a lender quote. Owner review retains the existing facilities and a limited amendment/extension as live alternatives; this sensitivity does not establish refinancing preference."
RE-0032,data/phase4/processed/REFINANCING_ECONOMICS.csv,refinancing_economics,spread_and_upfront_fee_break_even,-1.625,USD_millions,SRC-003,Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2024-06-13,,hypothetical_sensitivity,owner_reviewed_methodology,"Positive annual value is spread savings; negative is incremental cost. Same SOFR base assumed solely to isolate margin. Excludes revolver mix, base-rate floors, hedge effects, fee amortization, taxes and principal decline. No spread is a lender quote. Owner review retains the existing facilities and a limited amendment/extension as live alternatives; this sensitivity does not establish refinancing preference."
RE-0033,data/phase4/processed/REFINANCING_ECONOMICS.csv,refinancing_economics,spread_and_upfront_fee_break_even,-1.625,USD_millions,SRC-003,Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2024-06-13,,hypothetical_sensitivity,owner_reviewed_methodology,"Positive annual value is spread savings; negative is incremental cost. Same SOFR base assumed solely to isolate margin. Excludes revolver mix, base-rate floors, hedge effects, fee amortization, taxes and principal decline. No spread is a lender quote. Owner review retains the existing facilities and a limited amendment/extension as live alternatives; this sensitivity does not establish refinancing preference."
RE-0034,data/phase4/processed/REFINANCING_ECONOMICS.csv,refinancing_economics,spread_and_upfront_fee_break_even,-4.875,USD_millions,SRC-003,Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2024-06-13,,hypothetical_sensitivity,owner_reviewed_methodology,"Positive annual value is spread savings; negative is incremental cost. Same SOFR base assumed solely to isolate margin. Excludes revolver mix, base-rate floors, hedge effects, fee amortization, taxes and principal decline. No spread is a lender quote. Owner review retains the existing facilities and a limited amendment/extension as live alternatives; this sensitivity does not establish refinancing preference."
RE-0035,data/phase4/processed/REFINANCING_ECONOMICS.csv,refinancing_economics,spread_and_upfront_fee_break_even,-4.875,USD_millions,SRC-003,Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2024-06-13,,hypothetical_sensitivity,owner_reviewed_methodology,"Positive annual value is spread savings; negative is incremental cost. Same SOFR base assumed solely to isolate margin. Excludes revolver mix, base-rate floors, hedge effects, fee amortization, taxes and principal decline. No spread is a lender quote. Owner review retains the existing facilities and a limited amendment/extension as live alternatives; this sensitivity does not establish refinancing preference."
RE-0036,data/phase4/processed/REFINANCING_ECONOMICS.csv,refinancing_economics,spread_and_upfront_fee_break_even,-4.875,USD_millions,SRC-003,Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2024-06-13,,hypothetical_sensitivity,owner_reviewed_methodology,"Positive annual value is spread savings; negative is incremental cost. Same SOFR base assumed solely to isolate margin. Excludes revolver mix, base-rate floors, hedge effects, fee amortization, taxes and principal decline. No spread is a lender quote. Owner review retains the existing facilities and a limited amendment/extension as live alternatives; this sensitivity does not establish refinancing preference."
RE-0037,data/phase4/processed/REFINANCING_ECONOMICS.csv,refinancing_economics,existing_unused_commitment_fee_diagnostic,-0.44445,USD_millions,SRC-001;SRC-003,Quanex FY2025 Form 10-K;Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2025-12-12;2024-06-13,,calculated_from_existing_fact,not_applicable_existing_fact,"Existing annual unused-fee run-rate on October 31 reported availability; actual average unused commitment differs. Proposed fee is pending, so no savings claim is made. Existing and limited amendment/extension alternatives remain live."
RE-0038,data/phase4/processed/REFINANCING_ECONOMICS.csv,refinancing_economics,existing_unused_commitment_fee_diagnostic,-0.74075,USD_millions,SRC-001;SRC-003,Quanex FY2025 Form 10-K;Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2025-12-12;2024-06-13,,calculated_from_existing_fact,not_applicable_existing_fact,"Existing annual unused-fee run-rate on October 31 reported availability; actual average unused commitment differs. Proposed fee is pending, so no savings claim is made. Existing and limited amendment/extension alternatives remain live."
CP-001,data/phase4/processed/CONDITIONS_PRECEDENT.csv,conditions_precedent,Payoff letters,private_essential,text,SRC-003,Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2024-06-13,,private_essential,owner_reviewed_methodology,Owner review approves the condition category and consequence as methodology only; it does not establish satisfaction. Evidence remains required at the stated time.
CP-002,data/phase4/processed/CONDITIONS_PRECEDENT.csv,conditions_precedent,Existing lien releases,private_essential,text,SRC-003,Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2024-06-13,,private_essential,owner_reviewed_methodology,Owner review approves the condition category and consequence as methodology only; it does not establish satisfaction. Evidence remains required at the stated time.
CP-003,data/phase4/processed/CONDITIONS_PRECEDENT.csv,conditions_precedent,New lien perfection,hypothetical_essential,text,SRC-003,Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2024-06-13,,hypothetical_essential,owner_reviewed_methodology,Owner review approves the condition category and consequence as methodology only; it does not establish satisfaction. Evidence remains required at the stated time.
CP-004,data/phase4/processed/CONDITIONS_PRECEDENT.csv,conditions_precedent,Guarantee execution,hypothetical_essential,text,SRC-003,Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2024-06-13,,hypothetical_essential,owner_reviewed_methodology,Owner review approves the condition category and consequence as methodology only; it does not establish satisfaction. Evidence remains required at the stated time.
CP-005,data/phase4/processed/CONDITIONS_PRECEDENT.csv,conditions_precedent,Corporate authority,standard_hypothetical,text,SRC-003,Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2024-06-13,,standard_hypothetical,owner_reviewed_methodology,Owner review approves the condition category and consequence as methodology only; it does not establish satisfaction. Evidence remains required at the stated time.
CP-006,data/phase4/processed/CONDITIONS_PRECEDENT.csv,conditions_precedent,KYC and beneficial ownership,standard_hypothetical,text,SRC-003,Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2024-06-13,,standard_hypothetical,owner_reviewed_methodology,Owner review approves the condition category and consequence as methodology only; it does not establish satisfaction. Evidence remains required at the stated time.
CP-007,data/phase4/processed/CONDITIONS_PRECEDENT.csv,conditions_precedent,Legal opinions,hypothetical_essential,text,SRC-003,Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2024-06-13,,hypothetical_essential,owner_reviewed_methodology,Owner review approves the condition category and consequence as methodology only; it does not establish satisfaction. Evidence remains required at the stated time.
CP-008,data/phase4/processed/CONDITIONS_PRECEDENT.csv,conditions_precedent,Existing compliance certificate,private_essential,text,SRC-001;SRC-003;SRC-016,Quanex FY2025 Form 10-K;Amendment No. 1 with conformed Second Amended and Restated Credit Agreement;Quanex FY2025 Q2 results release and covenant clarification,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm;https://www.sec.gov/Archives/edgar/data/1423221/000117184325003726/exh_991.htm,2025-12-12;2024-06-13;2025-06-05,,private_essential,owner_reviewed_methodology,Owner review approves the condition category and consequence as methodology only; it does not establish satisfaction. Evidence remains required at the stated time.
CP-009,data/phase4/processed/CONDITIONS_PRECEDENT.csv,conditions_precedent,Projected compliance certificate,hypothetical_essential,text,SRC-003,Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2024-06-13,,hypothetical_essential,owner_reviewed_methodology,Owner review approves the condition category and consequence as methodology only; it does not establish satisfaction. Evidence remains required at the stated time.
CP-010,data/phase4/processed/CONDITIONS_PRECEDENT.csv,conditions_precedent,January closing-balance certificate,private_essential,text,SRC-001;SRC-003,Quanex FY2025 Form 10-K;Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2025-12-12;2024-06-13,,private_essential,owner_reviewed_methodology,Owner review approves the condition category and consequence as methodology only; it does not establish satisfaction. Evidence remains required at the stated time.
CP-011,data/phase4/processed/CONDITIONS_PRECEDENT.csv,conditions_precedent,Minimum usable liquidity,hypothetical_essential,text,,,,,,hypothetical_essential,owner_reviewed_methodology,Owner review approves the condition category and consequence as methodology only; it does not establish satisfaction. Evidence remains required at the stated time.
CP-012,data/phase4/processed/CONDITIONS_PRECEDENT.csv,conditions_precedent,Borrower cash contribution,pending_information,text,SRC-001;SRC-003,Quanex FY2025 Form 10-K;Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2025-12-12;2024-06-13,,pending_information,owner_reviewed_methodology,Owner review approves the condition category and consequence as methodology only; it does not establish satisfaction. Evidence remains required at the stated time.
CP-013,data/phase4/processed/CONDITIONS_PRECEDENT.csv,conditions_precedent,LC replacement,private_essential,text,SRC-001;SRC-003,Quanex FY2025 Form 10-K;Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2025-12-12;2024-06-13,,private_essential,owner_reviewed_methodology,Owner review approves the condition category and consequence as methodology only; it does not establish satisfaction. Evidence remains required at the stated time.
CP-014,data/phase4/processed/CONDITIONS_PRECEDENT.csv,conditions_precedent,Hedge treatment,private_essential,text,SRC-003,Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2024-06-13,,private_essential,owner_reviewed_methodology,Owner review approves the condition category and consequence as methodology only; it does not establish satisfaction. Evidence remains required at the stated time.
CP-015,data/phase4/processed/CONDITIONS_PRECEDENT.csv,conditions_precedent,Fee letters,private_essential,text,SRC-003,Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2024-06-13,,private_essential,owner_reviewed_methodology,Owner review approves the condition category and consequence as methodology only; it does not establish satisfaction. Evidence remains required at the stated time.
CP-016,data/phase4/processed/CONDITIONS_PRECEDENT.csv,conditions_precedent,Sources-and-uses confirmation,hypothetical_essential,text,,,,,,hypothetical_essential,owner_reviewed_methodology,Owner review approves the condition category and consequence as methodology only; it does not establish satisfaction. Evidence remains required at the stated time.
CP-017,data/phase4/processed/CONDITIONS_PRECEDENT.csv,conditions_precedent,Financial projections,private_essential,text,SRC-003,Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2024-06-13,,private_essential,owner_reviewed_methodology,Owner review approves the condition category and consequence as methodology only; it does not establish satisfaction. Evidence remains required at the stated time.
CP-018,data/phase4/processed/CONDITIONS_PRECEDENT.csv,conditions_precedent,Quality-of-earnings and adjustment support,private_essential,text,SRC-001;SRC-002,Quanex FY2025 Form 10-K;Quanex Q4 and FY2025 results release,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000117184325007891/exh_991.htm,2025-12-12;2025-12-11,,private_essential,owner_reviewed_methodology,Owner review approves the condition category and consequence as methodology only; it does not establish satisfaction. Evidence remains required at the stated time.
CP-019,data/phase4/processed/CONDITIONS_PRECEDENT.csv,conditions_precedent,Maintenance-capex schedule,private_essential,text,SRC-001,Quanex FY2025 Form 10-K,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm,2025-12-12,,private_essential,owner_reviewed_methodology,Owner review approves the condition category and consequence as methodology only; it does not establish satisfaction. Evidence remains required at the stated time.
CP-020,data/phase4/processed/CONDITIONS_PRECEDENT.csv,conditions_precedent,Working-capital reporting,private_essential,text,SRC-001;SRC-021,Quanex FY2025 Form 10-K;Quanex FY2025 Q1 results release,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://investors.quanex.com/news-releases/news-release-details/quanex-building-products-announces-first-quarter-2025-results,2025-12-12;2025-03-10,,private_essential,owner_reviewed_methodology,Owner review approves the condition category and consequence as methodology only; it does not establish satisfaction. Evidence remains required at the stated time.
CP-021,data/phase4/processed/CONDITIONS_PRECEDENT.csv,conditions_precedent,Control-remediation plan,private_essential,text,SRC-001,Quanex FY2025 Form 10-K,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm,2025-12-12,,private_essential,owner_reviewed_methodology,Owner review approves the condition category and consequence as methodology only; it does not establish satisfaction. Evidence remains required at the stated time.
CP-022,data/phase4/processed/CONDITIONS_PRECEDENT.csv,conditions_precedent,Full committed financing,hypothetical_essential,text,,,,,,hypothetical_essential,owner_reviewed_methodology,Owner review approves the condition category and consequence as methodology only; it does not establish satisfaction. Evidence remains required at the stated time.
CP-023,data/phase4/processed/CONDITIONS_PRECEDENT.csv,conditions_precedent,No material adverse change,hypothetical_negotiation,text,,,,,,hypothetical_negotiation,owner_reviewed_methodology,Owner review approves the condition category and consequence as methodology only; it does not establish satisfaction. Evidence remains required at the stated time.
CP-024,data/phase4/processed/CONDITIONS_PRECEDENT.csv,conditions_precedent,Required consents,private_essential,text,SRC-003,Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2024-06-13,,private_essential,owner_reviewed_methodology,Owner review approves the condition category and consequence as methodology only; it does not establish satisfaction. Evidence remains required at the stated time.
P5-001,data/phase4/processed/PHASE5_OPENING_INPUTS.csv,phase5_handoff,required_opening_cash,25,USD_millions,SRC-001,Quanex FY2025 Form 10-K,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm,2025-12-12,Phase 4 operating-cash floor; not accessible funding,provisional,owner_reviewed_for_phase5_testing,Phase 5 must not convert a pending item to zero or treat the partial contractual EBITDA reconstruction as official.
