headroom_id,test_id,scenario_id,period_end,framework,metric,actual,threshold,ratio_or_amount_headroom,debt_headroom,break_even_ebitda,earnings_cushion,units,status,formula,source_ids,upstream_ids,review_status,limitations
P7H-00550,P7CT-0138,SEVERE_NO_WAIVER,2030-04-30,proposed_contractual,cash_interest_coverage,5.48089351490628942188464922,3,2.48089351490628942188464922,,,100.6022139107203565130832373,turns,compliant,coverage cushion = E - C*I,SRC-001;SRC-002;SRC-003,P7CT-0138,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00551,P7CT-0138,SEVERE_NO_WAIVER,2030-04-30,proposed_contractual,usable_liquidity,0,50,-50,,,,USD_millions,breached,liquidity headroom = usable liquidity - minimum liquidity,SRC-001;SRC-002;SRC-003,P7CT-0138,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00552,P7CT-0138,SEVERE_NO_WAIVER,2030-04-30,analyst_warning,analyst_leverage_warning,2.922740331090414660089259702,2.75,-0.172740331090414660089259702,,,,turns,warning,warning gap = warning threshold - D/E,SRC-001;SRC-002;SRC-003,P7CT-0138,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00553,P7CT-0139,SEVERE_NO_WAIVER,2030-07-31,proposed_contractual,gross_funded_leverage,2.853424849543299645921927892,3,0.146575150456700354078072108,32.5767709442930385303915621,211.3941038452393710012353967,,turns,warning,ratio headroom = L - D/E; debt headroom = L*E - D; break-even EBITDA = D/L,SRC-001;SRC-002;SRC-003,P7CT-0139,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00554,P7CT-0139,SEVERE_NO_WAIVER,2030-07-31,proposed_contractual,cash_interest_coverage,5.610392762726171290599918528,3,2.610392762726171290599918528,,,103.4094615116885154661277669,turns,compliant,coverage cushion = E - C*I,SRC-001;SRC-002;SRC-003,P7CT-0139,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00555,P7CT-0139,SEVERE_NO_WAIVER,2030-07-31,proposed_contractual,usable_liquidity,0,50,-50,,,,USD_millions,breached,liquidity headroom = usable liquidity - minimum liquidity,SRC-001;SRC-002;SRC-003,P7CT-0139,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00556,P7CT-0139,SEVERE_NO_WAIVER,2030-07-31,analyst_warning,analyst_leverage_warning,2.853424849543299645921927892,2.75,-0.103424849543299645921927892,,,,turns,warning,warning gap = warning threshold - D/E,SRC-001;SRC-002;SRC-003,P7CT-0139,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00557,P7CT-0140,SEVERE_NO_WAIVER,2030-10-31,proposed_contractual,gross_funded_leverage,2.756183622373577397301357928,3,0.243816377626422602698642072,54.1885396103830175884307662,204.1885876692011658539747441,,turns,warning,ratio headroom = L - D/E; debt headroom = L*E - D; break-even EBITDA = D/L,SRC-001;SRC-002;SRC-003,P7CT-0140,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00558,P7CT-0140,SEVERE_NO_WAIVER,2030-10-31,proposed_contractual,cash_interest_coverage,5.751023534365742016096266472,3,2.751023534365742016096266472,,,106.3148015989929238985772256,turns,compliant,coverage cushion = E - C*I,SRC-001;SRC-002;SRC-003,P7CT-0140,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00559,P7CT-0140,SEVERE_NO_WAIVER,2030-10-31,proposed_contractual,usable_liquidity,0,50,-50,,,,USD_millions,breached,liquidity headroom = usable liquidity - minimum liquidity,SRC-001;SRC-002;SRC-003,P7CT-0140,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00560,P7CT-0140,SEVERE_NO_WAIVER,2030-10-31,analyst_warning,analyst_leverage_warning,2.756183622373577397301357928,2.75,-0.006183622373577397301357928,,,,turns,warning,warning gap = warning threshold - D/E,SRC-001;SRC-002;SRC-003,P7CT-0140,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00561,P7CT-0141,MODERATE_PHASE7_COVENANT_NO_WAIVER,2026-01-31,proposed_contractual,gross_funded_leverage,3.228471664433044589605225788,3.5,0.271528335566955410394774212,61.18728125,207.8619196428571428571428571,,turns,compliant,ratio headroom = L - D/E; debt headroom = L*E - D; break-even EBITDA = D/L,SRC-001;SRC-002;SRC-003,P7CT-0141,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00562,P7CT-0141,MODERATE_PHASE7_COVENANT_NO_WAIVER,2026-01-31,proposed_contractual,cash_interest_coverage,N/D,3,N/D,,,N/D,turns,not_determinable,coverage cushion = E - C*I,SRC-001;SRC-002;SRC-003,P7CT-0141,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00563,P7CT-0141,MODERATE_PHASE7_COVENANT_NO_WAIVER,2026-01-31,proposed_contractual,usable_liquidity,263.90228125,50,213.90228125,,,,USD_millions,compliant,liquidity headroom = usable liquidity - minimum liquidity,SRC-001;SRC-002;SRC-003,P7CT-0141,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00564,P7CT-0141,MODERATE_PHASE7_COVENANT_NO_WAIVER,2026-01-31,analyst_warning,analyst_leverage_warning,3.228471664433044589605225788,3.25,0.021528335566955410394774212,,,,turns,compliant,warning gap = warning threshold - D/E,SRC-001;SRC-002;SRC-003,P7CT-0141,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00565,P7CT-0142,MODERATE_PHASE7_COVENANT_NO_WAIVER,2026-04-30,proposed_contractual,gross_funded_leverage,N/D,3.5,N/D,N/D,226.8917362544979856615432457,,turns,not_determinable,ratio headroom = L - D/E; debt headroom = L*E - D; break-even EBITDA = D/L,SRC-001;SRC-002;SRC-003,P7CT-0142,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00566,P7CT-0142,MODERATE_PHASE7_COVENANT_NO_WAIVER,2026-04-30,proposed_contractual,cash_interest_coverage,N/D,3,N/D,,,N/D,turns,not_determinable,coverage cushion = E - C*I,SRC-001;SRC-002;SRC-003,P7CT-0142,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00567,P7CT-0142,MODERATE_PHASE7_COVENANT_NO_WAIVER,2026-04-30,proposed_contractual,usable_liquidity,185.3916731092570501845986401,50,135.3916731092570501845986401,,,,USD_millions,compliant,liquidity headroom = usable liquidity - minimum liquidity,SRC-001;SRC-002;SRC-003,P7CT-0142,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00568,P7CT-0142,MODERATE_PHASE7_COVENANT_NO_WAIVER,2026-04-30,analyst_warning,analyst_leverage_warning,N/D,3.25,N/D,,,,turns,not_determinable,warning gap = warning threshold - D/E,SRC-001;SRC-002;SRC-003,P7CT-0142,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00569,P7CT-0143,MODERATE_PHASE7_COVENANT_NO_WAIVER,2026-07-31,proposed_contractual,gross_funded_leverage,N/D,3.5,N/D,N/D,223.956324233726600822721765,,turns,not_determinable,ratio headroom = L - D/E; debt headroom = L*E - D; break-even EBITDA = D/L,SRC-001;SRC-002;SRC-003,P7CT-0143,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00570,P7CT-0143,MODERATE_PHASE7_COVENANT_NO_WAIVER,2026-07-31,proposed_contractual,cash_interest_coverage,N/D,3,N/D,,,N/D,turns,not_determinable,coverage cushion = E - C*I,SRC-001;SRC-002;SRC-003,P7CT-0143,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00571,P7CT-0143,MODERATE_PHASE7_COVENANT_NO_WAIVER,2026-07-31,proposed_contractual,usable_liquidity,183.7593651819568971204738224,50,133.7593651819568971204738224,,,,USD_millions,compliant,liquidity headroom = usable liquidity - minimum liquidity,SRC-001;SRC-002;SRC-003,P7CT-0143,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00572,P7CT-0143,MODERATE_PHASE7_COVENANT_NO_WAIVER,2026-07-31,analyst_warning,analyst_leverage_warning,N/D,3.25,N/D,,,,turns,not_determinable,warning gap = warning threshold - D/E,SRC-001;SRC-002;SRC-003,P7CT-0143,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00573,P7CT-0144,MODERATE_PHASE7_COVENANT_NO_WAIVER,2026-10-31,proposed_contractual,gross_funded_leverage,4.215012332481603705258689681,3.5,-0.715012332481603705258689681,-130.8652090222682439507417572,220.4151672290353152775825242,,turns,breached,ratio headroom = L - D/E; debt headroom = L*E - D; break-even EBITDA = D/L,SRC-001;SRC-002;SRC-003,P7CT-0144,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00574,P7CT-0144,MODERATE_PHASE7_COVENANT_NO_WAIVER,2026-10-31,proposed_contractual,cash_interest_coverage,N/D,3,N/D,,,N/D,turns,not_determinable,coverage cushion = E - C*I,SRC-001;SRC-002;SRC-003,P7CT-0144,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00575,P7CT-0144,MODERATE_PHASE7_COVENANT_NO_WAIVER,2026-10-31,proposed_contractual,usable_liquidity,184.2471646983763965284611652,50,134.2471646983763965284611652,,,,USD_millions,compliant,liquidity headroom = usable liquidity - minimum liquidity,SRC-001;SRC-002;SRC-003,P7CT-0144,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00576,P7CT-0144,MODERATE_PHASE7_COVENANT_NO_WAIVER,2026-10-31,analyst_warning,analyst_leverage_warning,4.215012332481603705258689681,3.25,-0.965012332481603705258689681,,,,turns,breached,warning gap = warning threshold - D/E,SRC-001;SRC-002;SRC-003,P7CT-0144,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00577,P7CT-0145,MODERATE_PHASE7_COVENANT_NO_WAIVER,2027-01-31,proposed_contractual,gross_funded_leverage,4.378743433190989811687069384,3.5,-0.878743433190989811687069384,-152.428842636231175337604126,217.0133815147496009918682385,,turns,breached,ratio headroom = L - D/E; debt headroom = L*E - D; break-even EBITDA = D/L,SRC-001;SRC-002;SRC-003,P7CT-0145,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00578,P7CT-0145,MODERATE_PHASE7_COVENANT_NO_WAIVER,2027-01-31,proposed_contractual,cash_interest_coverage,3.218171493292327243011830521,3,0.218171493292327243011830521,,,11.7596360311640241573559546,turns,warning,coverage cushion = E - C*I,SRC-001;SRC-002;SRC-003,P7CT-0145,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00579,P7CT-0145,MODERATE_PHASE7_COVENANT_NO_WAIVER,2027-01-31,proposed_contractual,usable_liquidity,0,50,-50,,,,USD_millions,breached,liquidity headroom = usable liquidity - minimum liquidity,SRC-001;SRC-002;SRC-003,P7CT-0145,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00580,P7CT-0145,MODERATE_PHASE7_COVENANT_NO_WAIVER,2027-01-31,analyst_warning,analyst_leverage_warning,4.378743433190989811687069384,3.25,-1.128743433190989811687069384,,,,turns,breached,warning gap = warning threshold - D/E,SRC-001;SRC-002;SRC-003,P7CT-0145,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00581,P7CT-0146,MODERATE_PHASE7_COVENANT_NO_WAIVER,2027-04-30,proposed_contractual,gross_funded_leverage,4.236098241103197450268034578,3.5,-0.736098241103197450268034578,-129.9159954502299729832947661,213.6115958004638867061539528,,turns,breached,ratio headroom = L - D/E; debt headroom = L*E - D; break-even EBITDA = D/L,SRC-001;SRC-002;SRC-003,P7CT-0146,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00582,P7CT-0146,MODERATE_PHASE7_COVENANT_NO_WAIVER,2027-04-30,proposed_contractual,cash_interest_coverage,3.29925743281176528836474993,3,0.29925743281176528836474993,,,16.0086823611686289123734965,turns,warning,coverage cushion = E - C*I,SRC-001;SRC-002;SRC-003,P7CT-0146,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00583,P7CT-0146,MODERATE_PHASE7_COVENANT_NO_WAIVER,2027-04-30,proposed_contractual,usable_liquidity,0,50,-50,,,,USD_millions,breached,liquidity headroom = usable liquidity - minimum liquidity,SRC-001;SRC-002;SRC-003,P7CT-0146,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00584,P7CT-0146,MODERATE_PHASE7_COVENANT_NO_WAIVER,2027-04-30,analyst_warning,analyst_leverage_warning,4.236098241103197450268034578,3.25,-0.986098241103197450268034578,,,,turns,breached,warning gap = warning threshold - D/E,SRC-001;SRC-002;SRC-003,P7CT-0146,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00585,P7CT-0147,MODERATE_PHASE7_COVENANT_NO_WAIVER,2027-07-31,proposed_contractual,gross_funded_leverage,3.932478659732091399241417926,3.5,-0.432478659732091399241417926,-79.1518540998314952302989868,205.6339132060192162043565193,,turns,breached,ratio headroom = L - D/E; debt headroom = L*E - D; break-even EBITDA = D/L,SRC-001;SRC-002;SRC-003,P7CT-0147,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00586,P7CT-0147,MODERATE_PHASE7_COVENANT_NO_WAIVER,2027-07-31,proposed_contractual,cash_interest_coverage,3.543581067833413419573182419,3,0.543581067833413419573182419,,,28.0749091621868758701156775,turns,compliant,coverage cushion = E - C*I,SRC-001;SRC-002;SRC-003,P7CT-0147,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00587,P7CT-0147,MODERATE_PHASE7_COVENANT_NO_WAIVER,2027-07-31,proposed_contractual,usable_liquidity,0,50,-50,,,,USD_millions,breached,liquidity headroom = usable liquidity - minimum liquidity,SRC-001;SRC-002;SRC-003,P7CT-0147,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00588,P7CT-0147,MODERATE_PHASE7_COVENANT_NO_WAIVER,2027-07-31,analyst_warning,analyst_leverage_warning,3.932478659732091399241417926,3.25,-0.682478659732091399241417926,,,,turns,breached,warning gap = warning threshold - D/E,SRC-001;SRC-002;SRC-003,P7CT-0147,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00589,P7CT-0148,MODERATE_PHASE7_COVENANT_NO_WAIVER,2027-10-31,proposed_contractual,gross_funded_leverage,3.561131846858902831327547557,3.5,-0.061131846858902831327547557,-11.7908205659204433023115971,196.2440611113473986556366573,,turns,breached,ratio headroom = L - D/E; debt headroom = L*E - D; break-even EBITDA = D/L,SRC-001;SRC-002;SRC-003,P7CT-0148,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00590,P7CT-0148,MODERATE_PHASE7_COVENANT_NO_WAIVER,2027-10-31,proposed_contractual,cash_interest_coverage,3.931092473610066616839660158,3,0.931092473610066616839660158,,,45.6831528896481287418207465,turns,compliant,coverage cushion = E - C*I,SRC-001;SRC-002;SRC-003,P7CT-0148,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00591,P7CT-0148,MODERATE_PHASE7_COVENANT_NO_WAIVER,2027-10-31,proposed_contractual,usable_liquidity,0,50,-50,,,,USD_millions,breached,liquidity headroom = usable liquidity - minimum liquidity,SRC-001;SRC-002;SRC-003,P7CT-0148,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00592,P7CT-0148,MODERATE_PHASE7_COVENANT_NO_WAIVER,2027-10-31,analyst_warning,analyst_leverage_warning,3.561131846858902831327547557,3.25,-0.311131846858902831327547557,,,,turns,breached,warning gap = warning threshold - D/E,SRC-001;SRC-002;SRC-003,P7CT-0148,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00593,P7CT-0149,MODERATE_PHASE7_COVENANT_NO_WAIVER,2028-01-31,proposed_contractual,gross_funded_leverage,3.286249916595969455199927092,3.25,-0.036249916595969455199927092,-7.3383054396358305574257419,204.6944180291764584851546374,,turns,breached,ratio headroom = L - D/E; debt headroom = L*E - D; break-even EBITDA = D/L,SRC-001;SRC-002;SRC-003,P7CT-0149,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00594,P7CT-0149,MODERATE_PHASE7_COVENANT_NO_WAIVER,2028-01-31,proposed_contractual,cash_interest_coverage,4.419882238691017546125023902,3,1.419882238691017546125023902,,,65.0324927004949659932035356,turns,compliant,coverage cushion = E - C*I,SRC-001;SRC-002;SRC-003,P7CT-0149,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00595,P7CT-0149,MODERATE_PHASE7_COVENANT_NO_WAIVER,2028-01-31,proposed_contractual,usable_liquidity,0,50,-50,,,,USD_millions,breached,liquidity headroom = usable liquidity - minimum liquidity,SRC-001;SRC-002;SRC-003,P7CT-0149,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00596,P7CT-0149,MODERATE_PHASE7_COVENANT_NO_WAIVER,2028-01-31,analyst_warning,analyst_leverage_warning,3.286249916595969455199927092,3,-0.286249916595969455199927092,,,,turns,breached,warning gap = warning threshold - D/E,SRC-001;SRC-002;SRC-003,P7CT-0149,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00597,P7CT-0150,MODERATE_PHASE7_COVENANT_NO_WAIVER,2028-04-30,proposed_contractual,gross_funded_leverage,3.055908816301253091375057776,3.25,0.194091183698746908624942224,41.1417426154258227500211845,199.3122099870144770674720286,,turns,warning,ratio headroom = L - D/E; debt headroom = L*E - D; break-even EBITDA = D/L,SRC-001;SRC-002;SRC-003,P7CT-0150,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00598,P7CT-0150,MODERATE_PHASE7_COVENANT_NO_WAIVER,2028-04-30,proposed_contractual,cash_interest_coverage,4.940625130438618501106574104,3,1.940625130438618501106574104,,,83.2600413430515059717131632,turns,compliant,coverage cushion = E - C*I,SRC-001;SRC-002;SRC-003,P7CT-0150,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00599,P7CT-0150,MODERATE_PHASE7_COVENANT_NO_WAIVER,2028-04-30,proposed_contractual,usable_liquidity,0,50,-50,,,,USD_millions,breached,liquidity headroom = usable liquidity - minimum liquidity,SRC-001;SRC-002;SRC-003,P7CT-0150,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00600,P7CT-0150,MODERATE_PHASE7_COVENANT_NO_WAIVER,2028-04-30,analyst_warning,analyst_leverage_warning,3.055908816301253091375057776,3,-0.055908816301253091375057776,,,,turns,warning,warning gap = warning threshold - D/E,SRC-001;SRC-002;SRC-003,P7CT-0150,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00601,P7CT-0151,MODERATE_PHASE7_COVENANT_NO_WAIVER,2028-07-31,proposed_contractual,gross_funded_leverage,2.873141600826411212852755602,3.25,0.376858399173588787147244398,82.4638317372038428872829546,193.4456557747893194930680793,,turns,compliant,ratio headroom = L - D/E; debt headroom = L*E - D; break-even EBITDA = D/L,SRC-001;SRC-002;SRC-003,P7CT-0151,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00602,P7CT-0151,MODERATE_PHASE7_COVENANT_NO_WAIVER,2028-07-31,proposed_contractual,cash_interest_coverage,5.408260009235478860711163491,3,2.408260009235478860711163491,,,97.4386196575860462179942959,turns,compliant,coverage cushion = E - C*I,SRC-001;SRC-002;SRC-003,P7CT-0151,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00603,P7CT-0151,MODERATE_PHASE7_COVENANT_NO_WAIVER,2028-07-31,proposed_contractual,usable_liquidity,0,50,-50,,,,USD_millions,breached,liquidity headroom = usable liquidity - minimum liquidity,SRC-001;SRC-002;SRC-003,P7CT-0151,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00604,P7CT-0151,MODERATE_PHASE7_COVENANT_NO_WAIVER,2028-07-31,analyst_warning,analyst_leverage_warning,2.873141600826411212852755602,3,0.126858399173588787147244398,,,,turns,compliant,warning gap = warning threshold - D/E,SRC-001;SRC-002;SRC-003,P7CT-0151,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00605,P7CT-0152,MODERATE_PHASE7_COVENANT_NO_WAIVER,2028-10-31,proposed_contractual,gross_funded_leverage,2.737407105110313541474649503,3.25,0.512592894889686458525350497,113.9302024919541406351042732,187.207100273839861068777595,,turns,compliant,ratio headroom = L - D/E; debt headroom = L*E - D; break-even EBITDA = D/L,SRC-001;SRC-002;SRC-003,P7CT-0152,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00606,P7CT-0152,MODERATE_PHASE7_COVENANT_NO_WAIVER,2028-10-31,proposed_contractual,cash_interest_coverage,5.752392805377088650315848986,3,2.752392805377088650315848986,,,106.3477158984908513316893226,turns,compliant,coverage cushion = E - C*I,SRC-001;SRC-002;SRC-003,P7CT-0152,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00607,P7CT-0152,MODERATE_PHASE7_COVENANT_NO_WAIVER,2028-10-31,proposed_contractual,usable_liquidity,0,50,-50,,,,USD_millions,breached,liquidity headroom = usable liquidity - minimum liquidity,SRC-001;SRC-002;SRC-003,P7CT-0152,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00608,P7CT-0152,MODERATE_PHASE7_COVENANT_NO_WAIVER,2028-10-31,analyst_warning,analyst_leverage_warning,2.737407105110313541474649503,3,0.262592894889686458525350497,,,,turns,compliant,warning gap = warning threshold - D/E,SRC-001;SRC-002;SRC-003,P7CT-0152,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00609,P7CT-0153,MODERATE_PHASE7_COVENANT_NO_WAIVER,2029-01-31,proposed_contractual,gross_funded_leverage,2.683848367932105998739804483,3,0.316151632067894001260195517,70.2684139366578419938507557,198.8389419633265161578423946,,turns,compliant,ratio headroom = L - D/E; debt headroom = L*E - D; break-even EBITDA = D/L,SRC-001;SRC-002;SRC-003,P7CT-0153,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00610,P7CT-0153,MODERATE_PHASE7_COVENANT_NO_WAIVER,2029-01-31,proposed_contractual,cash_interest_coverage,5.933928043113933556451794899,3,2.933928043113933556451794899,,,109.8934747016367130578400658,turns,compliant,coverage cushion = E - C*I,SRC-001;SRC-002;SRC-003,P7CT-0153,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00611,P7CT-0153,MODERATE_PHASE7_COVENANT_NO_WAIVER,2029-01-31,proposed_contractual,usable_liquidity,0,50,-50,,,,USD_millions,breached,liquidity headroom = usable liquidity - minimum liquidity,SRC-001;SRC-002;SRC-003,P7CT-0153,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00612,P7CT-0153,MODERATE_PHASE7_COVENANT_NO_WAIVER,2029-01-31,analyst_warning,analyst_leverage_warning,2.683848367932105998739804483,2.75,0.066151632067894001260195517,,,,turns,compliant,warning gap = warning threshold - D/E,SRC-001;SRC-002;SRC-003,P7CT-0153,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00613,P7CT-0154,MODERATE_PHASE7_COVENANT_NO_WAIVER,2029-04-30,proposed_contractual,gross_funded_leverage,2.630298464233304227271754369,3,0.369701535766695772728245631,82.1699250753952827999862347,194.8701919633265161578423946,,turns,compliant,ratio headroom = L - D/E; debt headroom = L*E - D; break-even EBITDA = D/L,SRC-001;SRC-002;SRC-003,P7CT-0154,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00614,P7CT-0154,MODERATE_PHASE7_COVENANT_NO_WAIVER,2029-04-30,proposed_contractual,cash_interest_coverage,6.110596234526249581271423737,3,3.110596234526249581271423737,,,113.1414369375486255019490374,turns,compliant,coverage cushion = E - C*I,SRC-001;SRC-002;SRC-003,P7CT-0154,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
